#ncbi_taxid	cluster_id	cluster_size	best_described_by
9606	CL:35764	6	sperm fibrous sheath, and 28 kDa A-kinase anchor 
9606	CL:35785	12	mixed, incl. binding of sperm to zona pellucida, and AFG1-like ATPase
9606	CL:35786	7	mixed, incl. Peptidase S1A, acrosin, and Proacrosin binding sp32
9606	CL:35799	5	mixed, incl. AFG1-like ATPase, and Crisp
9606	CL:358	6	Tie signaling pathway, and Angiopoietin-4
9606	CL:35808	13	mixed, incl. DNA condensation, and Spermatid maturation protein 1
9606	CL:35811	6	DNA condensation, and Nuclear transition protein 2
9606	CL:35834	15	Interaction With The Zona Pellucida, and Milk protein
9606	CL:35837	5	Interaction With The Zona Pellucida
9606	CL:35852	6	Milk protein, and Intestinal saccharidase deficiencies
9606	CL:35864	51	mostly uncharacterized, incl. RIMS-binding protein 3, and REKLES domain
9606	CL:35865	42	mostly uncharacterized, incl. RIMS-binding protein 3, and REKLES domain
9606	CL:35866	29	mostly uncharacterized, incl. RIMS-binding protein 3, and REKLES domain
9606	CL:35867	24	mixed, incl. RIMS-binding protein 3, and REKLES domain
9606	CL:35869	17	mixed, incl. RIMS-binding protein 3, and Alpha-catulin 1
9606	CL:35871	11	mixed, incl. RIMS-binding protein 3, and G kinase-anchoring protein 1
9606	CL:35874	5	RIMS-binding protein 3, and TSSK6-activating co-chaperone protein
9606	CL:3589	11	mixed, incl. inositol biosynthetic process, and PUA-like domain
9606	CL:3590	6	PUA-like domain, and 3'(2'),5'-bisphosphate nucleotidase activity
9606	CL:35914	5	mixed, incl. FAM24 family, and RING-H2 zinc finger domain
9606	CL:35924	12	mostly uncharacterized, incl. Gametogenetin, and Heat shock factor protein 5
9606	CL:35926	5	mixed, incl. Spermatogenesis-associated protein 3 family, and Fascin
9606	CL:35938	5	mixed, incl. Heat shock factor protein 5, and U11-48K-like CHHC zinc finger
9606	CL:35951	5	mixed, incl. 7TM GPCR, serpentine receptor class x  (Srx), and alcohol sulfotransferase activity
9606	CL:35965	17	mixed, incl. Alpha-lactalbumin / lysozyme C, and cortical granule
9606	CL:35967	5	mixed, incl. Thymosin beta-4 family, and Glycoside hydrolase, family 22, lysozyme
9606	CL:35983	8	mixed, incl. Zinc finger protein 518, and Transcription factor homeodomain, male germ-cell
9606	CL:35998	23	mostly uncharacterized, incl. Ankyrin repeat and SAM domain-containing protein 1, and T-complex 11
9606	CL:35999	16	mixed, incl. Ankyrin repeat and SAM domain-containing protein 1, and T-complex 11
9606	CL:36001	6	mixed, incl. Male enhanced antigen 1, and N-acylphosphatidylethanolamine metabolic process
9606	CL:3601	5	inositol biosynthetic process, and Inositol oxygenase
9606	CL:36018	5	mixed, incl. Ankyrin repeat and SAM domain-containing protein 1A, and UHRF1-binding protein 1-like
9606	CL:36031	6	mixed, incl. SIPAR domain, and Sperm-associated antigen 7
9606	CL:36043	60	mixed, incl. Glycoprotein hormone beta chain homologues., and Immunoglobulin V-set domain
9606	CL:36044	42	mostly uncharacterized, incl. Glycoprotein hormone beta chain homologues., and Globin/Protoglobin
9606	CL:36045	26	mixed, incl. Cell surface interactions at the vascular wall, and Zinc finger protein Gfi-1b
9606	CL:36046	19	mixed, incl. Cell surface interactions at the vascular wall, and Zinc finger protein Gfi-1b
9606	CL:36047	10	mixed, incl. T-complex 11, and serotonergic neuron axon guidance
9606	CL:36050	5	Cell surface interactions at the vascular wall
9606	CL:36067	6	mixed, incl. Zinc finger protein Gfi-1b, and epiboly involved in gastrulation with mouth forming second
9606	CL:36084	6	mixed, incl. mannan binding, and galactoside binding
9606	CL:36096	16	mixed, incl. Glycoprotein hormone beta chain homologues., and defense response to nematode
9606	CL:36098	6	Intracellular oxygen transport, and Glycoprotein hormone beta chain homologues.
9606	CL:36113	5	mixed, incl. OCC1 family, and response to nematode
9606	CL:36127	18	mostly uncharacterized, incl. Torsin-3A, and T-cell immunomodulatory protein
9606	CL:36128	10	mixed, incl. T-cell immunomodulatory protein, and Protein-cysteine N-palmitoyltransferase HHAT-like protein
9606	CL:36129	5	mixed, incl. T-cell immunomodulatory protein, and Domain of unknown function DUF4203
9606	CL:36138	5	mixed, incl. Protein-cysteine N-palmitoyltransferase HHAT-like protein, and Myocardial zonula adherens protein
9606	CL:36147	8	mixed, incl. Torsin-3A, and Inositol 1,4,5-trisphosphate receptor-interacting protein
9606	CL:36162	11	mixed, incl. Nnf1 , and CELF-3/4/5/6, RNA recognition motif 1
9606	CL:36164	6	mixed, incl. Nnf1 , and integral component of mitochondrial outer membrane
9606	CL:3617	778	immune response, and Jak-STAT signaling pathway
9606	CL:3618	762	immune response, and Jak-STAT signaling pathway
9606	CL:36183	68	mostly uncharacterized, incl. Anaphase-promoting complex subunit 4, WD40 domain, and AT-hook-containing transcription factor
9606	CL:36184	38	mostly uncharacterized, incl. AT-hook-containing transcription factor, and zinc-finger C2H2-type
9606	CL:36185	19	mostly uncharacterized, incl. zinc-finger C2H2-type, and Allantoicase
9606	CL:36187	8	mixed, incl. Glycerophosphoryl diester phosphodiesterase, and positive regulation of mitotic centrosome separation
9606	CL:3619	644	Cytokine Signaling in Immune system, and Immunity
9606	CL:3620	627	Cytokine Signaling in Immune system, and Immunity
9606	CL:36207	8	mixed, incl. Allantoicase, and Zinc finger protein 800
9606	CL:3621	614	Cytokine Signaling in Immune system, and Immunity
9606	CL:3622	607	Cytokine Signaling in Immune system, and Immunity
9606	CL:36222	19	mostly uncharacterized, incl. AT-hook-containing transcription factor, and SNX14, RGS domain
9606	CL:36223	11	mixed, incl. AT-hook-containing transcription factor, and SNX14, RGS domain
9606	CL:36225	5	mixed, incl. SNX14, RGS domain, and Chloride channel CLIC-like
9606	CL:3623	518	mixed, incl. cytokine-mediated signaling pathway, and Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
9606	CL:3624	292	mixed, incl. Jak-STAT signaling pathway, and NF-kappa B signaling pathway
9606	CL:36244	8	mixed, incl. Protein of unknown function DUF4617, and Phytanoyl-CoA dioxygenase
9606	CL:3625	277	Jak-STAT signaling pathway, and activation of innate immune response
9606	CL:3626	139	activation of innate immune response, and Death-like domain superfamily
9606	CL:36260	29	mostly uncharacterized, incl. Anaphase-promoting complex subunit 4, WD40 domain, and UPF0688 family
9606	CL:36262	12	mostly uncharacterized, incl. UPF0688 family, and Zinc finger and BTB domain-containing protein 40
9606	CL:36263	6	mixed, incl. UPF0688 family, and Zinc finger and BTB domain-containing protein 40
9606	CL:3627	128	NF-kappa B signaling pathway, and Inflammatory response
9606	CL:36274	6	mixed, incl. Actin/actin-like conserved site, and BTB/POZ domain
9606	CL:3628	116	mixed, incl. NF-kappa B signaling pathway, and Death-like domain superfamily
9606	CL:36292	13	mostly uncharacterized, incl. LRP chaperone MESD, and Capping protein, Arp2/3 and myosin-I linker protein 3
9606	CL:36293	7	mixed, incl. LRP chaperone MESD, and Capping protein, Arp2/3 and myosin-I linker protein 3
9606	CL:3630	91	mixed, incl. I-kappaB kinase/NF-kappaB signaling, and interleukin-1-mediated signaling pathway
9606	CL:36306	6	mixed, incl. NudC family, and Zinc-finger containing family
9606	CL:3631	86	I-kappaB kinase/NF-kappaB signaling, and interleukin-1-mediated signaling pathway
9606	CL:36318	162	mostly uncharacterized, incl. Possible plasma membrane-binding motif in junctophilins, PIP-5-kinases and protein kinases., and KRAB domain superfamily
9606	CL:36319	91	uncharacterized
9606	CL:36320	52	mostly uncharacterized, incl. Domain of unknown function DUF4200, and TSC21 family
9606	CL:36321	27	mostly uncharacterized, incl. TSC21 family, and M-phase phosphoprotein 9
9606	CL:36323	22	mostly uncharacterized, incl. TSC21 family, and M-phase phosphoprotein 9
9606	CL:36324	17	mostly uncharacterized, incl. TSC21 family, and chromatin silencing by small RNA
9606	CL:36326	10	mixed, incl. TSC21 family, and Protein of unknown function DUF4678
9606	CL:36328	5	mixed, incl. CFAP97 domain-containing protein 1/2, and TRAM, LAG1 and CLN8 homology domains.
9606	CL:3633	77	I-kappaB kinase/NF-kappaB signaling, and interleukin-1-mediated signaling pathway
9606	CL:3634	60	interleukin-1-mediated signaling pathway, and TIR domain
9606	CL:36348	5	mixed, incl. chromatin silencing by small RNA, and Domain of unknown function DUF4502
9606	CL:36357	5	mixed, incl. M-phase phosphoprotein 9, and Pecanex, C-terminal
9606	CL:3636	33	TAK1 activates NFkB by phosphorylation and activation of IKKs complex, and death-inducing signaling complex assembly
9606	CL:3637	22	mixed, incl. IkBA variant leads to EDA-ID, and death-inducing signaling complex assembly
9606	CL:36374	25	mostly uncharacterized, incl. Domain of unknown function DUF4200, and Exonuclease V
9606	CL:36375	15	mixed, incl. Domain of unknown function DUF4200, and CCDC81, HU domain 1
9606	CL:36377	6	mixed, incl. Actin-like protein 9, and Domain of unknown function (DUF4545)
9606	CL:3639	10	IkBA variant leads to EDA-ID, and Tumour necrosis factor alpha
9606	CL:36392	5	mixed, incl. CCDC81, HU domain 1, and Protein of unknown function DUF4555
9606	CL:36405	6	mixed, incl. Protein of unknown function (DUF1143), and Coiled-coil domain-containing protein 175
9606	CL:3641	5	IkBA variant leads to EDA-ID
9606	CL:36423	39	mostly uncharacterized, incl. ASAP, PH domain, and adenosine deaminase activity
9606	CL:36424	21	mostly uncharacterized, incl. GRAMDC4, PH-GRAM domain, and cell trailing edge membrane
9606	CL:36426	12	mostly uncharacterized, incl. cell trailing edge membrane, and FAM217 family
9606	CL:36430	5	mixed, incl. FAM217 family, and Cadherin, C-terminal catenin-binding domain
9606	CL:36456	5	mixed, incl. cellular response to tumor cell, and Seven in absentia protein family
9606	CL:36466	17	mixed, incl. ASAP, PH domain, and adenosine deaminase activity
9606	CL:36467	11	mixed, incl. ASAP, PH domain, and Islet cell autoantigen 1
9606	CL:36468	6	mixed, incl. Uncharacterised protein family UPF0454, and Possible plasma membrane-binding motif in junctophilins, PIP-5-kinases and protein kinases.
9606	CL:36479	5	ASAP, PH domain, and Islet cell autoantigen 1
9606	CL:36488	6	mixed, incl. adenosine deaminase activity, and RBM1CTR (NUC064) family
9606	CL:36500	71	mostly uncharacterized, incl. IkappaB kinase complex, and Domain of unknown function DUF3699
9606	CL:36501	36	mostly uncharacterized, incl. IkappaB kinase complex, and Domain of unknown function DUF3699
9606	CL:36502	28	mixed, incl. IkappaB kinase complex, and Domain of unknown function DUF3699
9606	CL:36503	22	mixed, incl. Domain of unknown function DUF3699, and Possible plasma membrane-binding motif in junctophilins, PIP-5-kinases and protein kinases.
9606	CL:36504	17	mixed, incl. Domain of unknown function DUF3699, and Possible plasma membrane-binding motif in junctophilins, PIP-5-kinases and protein kinases.
9606	CL:36506	12	mixed, incl. Possible plasma membrane-binding motif in junctophilins, PIP-5-kinases and protein kinases., and Domain of unknown function DUF3699
9606	CL:36508	6	mixed, incl. Protein of unknown function DUF4542, and FAM209 family
9606	CL:36537	5	mixed, incl. Testis-expressed protein 19, and Domain of unknown function (DUF4680)
9606	CL:36546	6	IkappaB kinase complex, and Testis-expressed sequence 33 protein family
9606	CL:36558	6	mixed, incl. FAM209 family, and Domain of unknown function DUF1279
9606	CL:36572	35	mostly uncharacterized, incl. carbohydrate derivative transmembrane transporter activity, and MRN-interacting protein
9606	CL:36573	20	mostly uncharacterized, incl. glucoside transport, and MRN-interacting protein
9606	CL:36575	6	mixed, incl. Domain of unknown function (DUF4642), and Protein of unknown function DUF1075
9606	CL:36595	6	mixed, incl. MRN-interacting protein, and Schlafen-like protein 1
9606	CL:36612	15	mostly uncharacterized, incl. FAIM1 domain superfamily, and Protein of unknown function DUF4640
9606	CL:36615	5	mixed, incl. Protein of unknown function DUF4640, and BAZ2A/BAZ2B, bromodomain
9606	CL:36628	7	mixed, incl. FAIM1 domain superfamily, and PR-domain zinc finger protein PRDM5-like
9606	CL:36641	23	mostly uncharacterized, incl. Protein FAM3A, and Calcipressin-3
9606	CL:36642	12	mostly uncharacterized, incl. Calcipressin-3, and Domain of unknown function DUF4764
9606	CL:36643	6	mixed, incl. Domain of unknown function DUF4764, and Domain of unknown function (DUF4483)
9606	CL:3665	5	TNF receptor-associated factor BIRC3 binding domain, and positive regulation of necroptotic process
9606	CL:36654	6	mixed, incl. Calcipressin-3, and Potassium channel, voltage-dependent, beta subunit, KCNE1
9606	CL:36665	11	mostly uncharacterized, incl. Protein FAM3A, and Casein kinase substrate phosphoprotein PP28
9606	CL:36667	5	mixed, incl. Casein kinase substrate phosphoprotein PP28, and PSP, proline-rich
9606	CL:36686	56	mostly uncharacterized, incl. Protein of unknown function (DUF2012), and Domain containing Gla (gamma-carboxyglutamate) residues.
9606	CL:36687	29	mostly uncharacterized, incl. Armadillo repeat-containing domain, and Transmembrane protein 168
9606	CL:36688	21	mostly uncharacterized, incl. Armadillo repeat-containing domain, and Transmembrane protein 168
9606	CL:36689	12	mixed, incl. Armadillo repeat-containing domain, and F-BAR and double SH3 domains protein 1
9606	CL:36691	5	mixed, incl. Zinc finger B-box domain-containing protein, and Neurensin
9606	CL:36713	5	mixed, incl. Transmembrane protein 168, and TRAM1-like protein
9606	CL:36730	5	mixed, incl. AMOP domain, and trochlear nerve development
9606	CL:36744	27	mixed, incl. Protein of unknown function (DUF2012), and Domain containing Gla (gamma-carboxyglutamate) residues.
9606	CL:36745	18	mixed, incl. Protein of unknown function (DUF2012), and Late exocytosis, associated with Golgi transport 
9606	CL:36746	11	mixed, incl. Mpv17 / PMP22 family , and Protein of unknown function (DUF2012)
9606	CL:36748	5	mixed, incl. Limkain b1, and FOP N terminal dimerisation domain
9606	CL:36768	5	mixed, incl. Nicalin, and Transmembrane protein 147
9606	CL:36781	7	mixed, incl. peptidyl-glutamic acid carboxylation, and Multidrug resistance-associated protein 6
9606	CL:36797	265	mixed, incl. Defensin, and Ubiquitin carboxyl-terminal hydrolase
9606	CL:36799	163	mixed, incl. PRAME family, and Homeodomain
9606	CL:3680	11	activated TAK1 mediates p38 MAPK activation
9606	CL:36800	105	mixed, incl. PRAME family, and Homeobox KN domain
9606	CL:36801	93	mixed, incl. PRAME family, and Homeobox KN domain
9606	CL:36802	80	mixed, incl. PRAME family, and Homeobox KN domain
9606	CL:36803	56	mixed, incl. PRAME family, and Homeobox KN domain
9606	CL:36804	51	mixed, incl. PRAME family, and Homeobox KN domain
9606	CL:36806	30	mixed, incl. PRAME family, and RFPL defining motif (RDM)
9606	CL:36807	17	mixed, incl. RFPL defining motif (RDM), and PRAME family
9606	CL:36809	10	mixed, incl. PRAME family, and negative regulation of mitotic recombination
9606	CL:36812	5	mixed, incl. negative regulation of mitotic recombination, and Methyl-CpG binding protein 2/3, C-terminal domain
9606	CL:3682	5	IRAK2 mediated activation of TAK1 complex, and Toll-like receptor 3
9606	CL:36840	13	PRAME family, and histone citrullination
9606	CL:36844	7	PRAME family
9606	CL:36868	19	mixed, incl. Homeobox KN domain, and FRG1-like domain
9606	CL:36870	14	Homeobox KN domain, and FRG1-like domain
9606	CL:36872	6	mixed, incl. Protein FRG1, and inactivation of X chromosome by DNA methylation
9606	CL:36887	5	Homeobox KN domain
9606	CL:369	5	CSF1-CSF1R complex, and flt3 ligand 
9606	CL:36905	5	mixed, incl. Protein CXorf40, and Ret finger protein-like
9606	CL:36914	24	Homeobox domain, and Treacle protein domain
9606	CL:36916	16	mostly uncharacterized, incl. Protein of unknown function DUF4528, and Ski family transcriptional corepressor 1
9606	CL:36918	10	mixed, incl. Homeobox protein SIX1, N-terminal SD domain, and Age-related macular degeneration
9606	CL:36919	5	Age-related macular degeneration, and Homeobox domain
9606	CL:36928	5	mixed, incl. Homeobox protein SIX1, N-terminal SD domain, and Helix-turn-helix motif
9606	CL:36950	6	mixed, incl. Treacle protein domain, and Innate immunity activator protein
9606	CL:36961	13	mixed, incl. Methyl-CpG binding protein 2/3, C-terminal domain, and TMEM89 protein family
9606	CL:36964	5	Methyl-CpG binding protein 2/3, C-terminal domain, and Zinc-finger double domain
9606	CL:36987	8	mixed, incl. phosphatidylglycerophosphatase activity, and FAM180 family
9606	CL:37009	58	mixed, incl. protein deubiquitination involved in ubiquitin-dependent protein catabolic process, and Proline-rich protein family 20
9606	CL:37010	33	mixed, incl. Proline-rich protein family 20, and Nuclear pore complex interacting protein
9606	CL:37011	17	mixed, incl. Proline-rich protein family 20, and LRRC37A/B like protein 1, C-terminal
9606	CL:37012	10	Proline-rich protein family 20, and ADP-ribosylation factor-like protein 17, C-terminal
9606	CL:37014	5	Proline-rich protein family 20
9606	CL:37031	7	mixed, incl. Nuclear pore complex interacting protein, and LRRC37A/B like protein 1, C-terminal
9606	CL:37044	16	mixed, incl. Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs., and plus-end directed microfilament motor activity
9606	CL:37047	6	mixed, incl. Ubiquitin-like domain, and FAM75 family
9606	CL:37064	6	mixed, incl. plus-end directed microfilament motor activity, and Atypical dual specificity phosphatase, subfamily B
9606	CL:3707	22	MyD88-dependent toll-like receptor signaling pathway, and Interleukin-1 conserved site
9606	CL:37076	24	mixed, incl. protein deubiquitination involved in ubiquitin-dependent protein catabolic process, and Hid-1/Ecm30
9606	CL:37077	16	mixed, incl. protein deubiquitination involved in ubiquitin-dependent protein catabolic process, and Hid-1/Ecm30
9606	CL:37078	10	protein deubiquitination involved in ubiquitin-dependent protein catabolic process, and PRAME family
9606	CL:37080	5	protein deubiquitination involved in ubiquitin-dependent protein catabolic process, and Nuclear pore complex interacting protein
9606	CL:37098	5	mixed, incl. Hid-1/Ecm30, and Transmembrane protein 128
9606	CL:3710	13	IRAK4 deficiency (TLR2/4), and interleukin-1 receptor complex
9606	CL:37109	5	mixed, incl. PC-Esterase, and Protein SLX4IP
9606	CL:3711	7	mixed, incl. interleukin-1 receptor complex, and IRAK4 deficiency (TLR5)
9606	CL:37125	101	mixed, incl. Defensin, and Hyaluronan/mRNA-binding protein
9606	CL:37126	89	mixed, incl. Defensin, and Hyaluronan/mRNA-binding protein
9606	CL:37129	48	Defensin, and antifungal innate immune response
9606	CL:37131	27	Defensin
9606	CL:37135	22	Beta-defensin
9606	CL:37138	17	Beta-defensin
9606	CL:37139	11	Beta-defensin
9606	CL:37140	6	Beta-defensin
9606	CL:37151	5	Beta-defensin
9606	CL:37160	6	Beta defensin
9606	CL:37192	16	Beta defensin, and Beta defensin
9606	CL:37194	11	Beta defensin, and CCR6 chemokine receptor binding
9606	CL:37196	5	cellular response to phorbol 13-acetate 12-myristate, and microvesicle
9606	CL:37230	37	mixed, incl. Hyaluronan/mRNA-binding protein, and Terpenoid backbone biosynthesis
9606	CL:37231	26	Hyaluronan/mRNA-binding protein, and Terpenoid backbone biosynthesis
9606	CL:37232	17	Hyaluronan/mRNA-binding protein, and CAAX-box protein processing
9606	CL:37235	12	Hyaluronan/mRNA-binding protein
9606	CL:37237	5	Hyaluronan/mRNA-binding protein
9606	CL:3724	6	MyD88 deficiency (TLR2/4)
9606	CL:37249	5	Hyaluronan/mRNA-binding protein
9606	CL:37267	5	CAAX-protein geranylgeranyltransferase complex, and CAAX-box protein processing
9606	CL:37282	11	mixed, incl. Dpy-30 motif, and Golgin subfamily A member 6-like
9606	CL:37284	5	Dpy-30 motif, and SH2D4B, SH2 domain
9606	CL:37294	5	Ankyrin repeat and fibronectin type-III domain-containing protein 1, and Golgin subfamily A member 6-like
9606	CL:37303	12	mostly uncharacterized, incl. BAALC N-terminus, and Transcriptional activator MN1
9606	CL:37304	6	mixed, incl. SDK interactions, and lipoprotein transporter activity
9606	CL:37315	6	mixed, incl. BAALC N-terminus, and Transcriptional activator MN1
9606	CL:37326	502	mixed, incl. Olfactory Signaling Pathway, and Krueppel-associated box
9606	CL:37327	479	mixed, incl. Olfactory Signaling Pathway, and Krueppel-associated box
9606	CL:37328	441	mixed, incl. Olfactory Signaling Pathway, and KRAB domain superfamily
9606	CL:37329	405	mixed, incl. Olfactory Signaling Pathway, and KRAB domain superfamily
9606	CL:37330	361	Olfactory Signaling Pathway, and KRAB domain superfamily
9606	CL:37331	333	Olfactory Signaling Pathway, and KRAB domain superfamily
9606	CL:37332	316	Olfactory Signaling Pathway, and KRAB domain superfamily
9606	CL:37333	290	Olfactory Signaling Pathway, and zinc finger of C3HC4-type, RING
9606	CL:37335	268	Olfactory Signaling Pathway, and RING-variant domain
9606	CL:37336	249	Olfactory Signaling Pathway, and G protein-coupled nucleotide receptor activity
9606	CL:37337	234	Olfactory Signaling Pathway, and G protein-coupled nucleotide receptor activity
9606	CL:37338	224	Olfactory Signaling Pathway, and G protein-coupled nucleotide receptor activity
9606	CL:37339	208	Olfactory Signaling Pathway
9606	CL:37340	201	Olfactory Signaling Pathway
9606	CL:37342	194	Olfactory Signaling Pathway
9606	CL:37344	184	Olfactory Signaling Pathway
9606	CL:37345	173	Olfactory Signaling Pathway
9606	CL:37346	165	Olfactory Signaling Pathway
9606	CL:37347	160	Olfactory Signaling Pathway
9606	CL:37349	151	Olfactory Signaling Pathway
9606	CL:37351	138	Olfactory Signaling Pathway
9606	CL:37353	133	Olfactory Signaling Pathway
9606	CL:37358	128	Olfactory Signaling Pathway
9606	CL:37363	123	Olfactory Signaling Pathway
9606	CL:37368	118	Olfactory Signaling Pathway
9606	CL:37372	113	Olfactory Signaling Pathway
9606	CL:37376	108	Olfactory Signaling Pathway
9606	CL:37381	103	Olfactory Signaling Pathway
9606	CL:37386	93	Olfactory Signaling Pathway
9606	CL:37391	88	Olfactory Signaling Pathway
9606	CL:37396	82	Olfactory Signaling Pathway
9606	CL:37400	77	Olfactory Signaling Pathway
9606	CL:37404	72	Olfactory Signaling Pathway
9606	CL:37409	67	Olfactory Signaling Pathway
9606	CL:3741	5	Interleukin-1 conserved site, and negative regulation of interleukin-1 alpha secretion
9606	CL:37413	62	Olfactory Signaling Pathway
9606	CL:37418	57	Olfactory Signaling Pathway
9606	CL:37423	52	Olfactory Signaling Pathway
9606	CL:37428	47	mixed, incl. TB2/DP1, HVA22 family, and Receptor-transporting protein
9606	CL:37433	42	mixed, incl. TB2/DP1, HVA22 family, and Receptor-transporting protein
9606	CL:37438	37	mixed, incl. TB2/DP1, HVA22 family, and Receptor-transporting protein
9606	CL:37443	32	mixed, incl. TB2/DP1, HVA22 family, and Receptor-transporting protein
9606	CL:37448	27	mixed, incl. TB2/DP1, HVA22 family, and Receptor-transporting protein
9606	CL:37451	22	mixed, incl. TB2/DP1, HVA22 family, and Receptor-transporting protein
9606	CL:37453	17	mixed, incl. TB2/DP1, HVA22 family, and Receptor-transporting protein
9606	CL:37454	11	mixed, incl. TB2/DP1/HVA22-related protein, and Receptor-transporting protein
9606	CL:37456	6	mixed, incl. TB2/DP1/HVA22-related protein, and Receptor-transporting protein
9606	CL:37475	6	TB2/DP1, HVA22 family, and positive regulation of renin secretion into blood stream
9606	CL:3753	17	TRAF3-dependent IRF activation pathway, and TBD domain
9606	CL:37575	6	Olfactory receptor
9606	CL:3758	5	Caspase recruitment domain, and negative regulation of interferon-beta biosynthetic process
9606	CL:37636	5	mixed, incl. P2Y13 purinoceptor, and G protein-coupled nucleotide receptor activity
9606	CL:37654	5	mixed, incl. Zinc finger, B-box, chordata, and Serpentine type 7TM GPCR chemoreceptor Srv
9606	CL:37666	5	mixed, incl. Low-density lipoprotein receptor repeat class B, and phosphatidylinositol-5-phosphate binding
9606	CL:37675	8	mixed, incl. Olfactory marker protein, and Synembryn
9606	CL:37690	11	mostly uncharacterized, incl. GPCR, family 2, CD97 antigen, and Fibronectin type III and SPRY containing 1, PRY/SPRY domain
9606	CL:37693	5	mixed, incl. Copper type II, ascorbate-dependent monooxygenase, histidine-cluster-1 conserved site, and odorant binding
9606	CL:37718	6	mixed, incl. regulation of spongiotrophoblast cell proliferation, and Variable charge X/Y family
9606	CL:3772	5	TRAF3 deficiency - HSE, and deubiquitinase activator activity
9606	CL:37732	5	mixed, incl. Aminopeptidase O, and zinc finger of C3HC4-type, RING
9606	CL:37741	7	mixed, incl. Asteroid, and Domain of unknown function (DUF4647)
9606	CL:37754	16	mostly uncharacterized, incl. GAS2-like protein 3, and Peptidase family M54
9606	CL:37755	10	mixed, incl. GAS2-like protein 3, and Peptidase family M54
9606	CL:37757	5	mixed, incl. WTX protein, and odorant binding
9606	CL:37774	6	mixed, incl. Zinc-finger, and NHL repeat
9606	CL:37786	7	mixed, incl. Protein of unknown function DUF4684, and Protein of unknown function DUF4495
9606	CL:378	7	mixed, incl. NTF3 activates NTRK3 signaling, and Signalling to p38 via RIT and RIN
9606	CL:37805	12	mostly uncharacterized, incl. Polysaccharide biosynthesis, and Domain of unknown function DUF4629
9606	CL:37807	5	mixed, incl. Polysaccharide biosynthesis, and Tubulin--tyrosine ligase-like protein 12
9606	CL:37819	5	mixed, incl. SKI family transcriptional corepressor 2, and slit diaphragm
9606	CL:37833	19	mostly uncharacterized, incl. RING-variant domain, and Farnesoic acid O-methyl transferase
9606	CL:37834	12	mixed, incl. RING-variant domain, and Farnesoic acid O-methyl transferase
9606	CL:37836	5	WAP four-disulfide core domain protein 3, and RING-variant domain
9606	CL:37848	5	mixed, incl. Farnesoic acid O-methyl transferase, and positive regulation of cell maturation
9606	CL:37857	7	mixed, incl. MANEC domain, and Pecanex, C-terminal
9606	CL:37875	19	mostly uncharacterized, incl. Coiled-coil domain-containing protein 91, and EIG121-like
9606	CL:37876	13	mostly uncharacterized, incl. Coiled-coil domain-containing protein 91, and Sperm-tail PG-rich repeat
9606	CL:37877	7	mixed, incl. Zinc finger, double-stranded RNA binding, and odorant binding
9606	CL:37890	6	mixed, incl. Coiled-coil domain-containing protein 91, and Sperm-tail PG-rich repeat
9606	CL:37902	5	mixed, incl. EIG121-like, and embryonic body morphogenesis
9606	CL:37912	26	mostly uncharacterized, incl. Chibby family, and Centrosomal protein kizuna
9606	CL:37913	19	mostly uncharacterized, incl. Chibby family, and Protein of unknown function DUF726
9606	CL:37914	10	mixed, incl. Chibby family, and Protein of unknown function DUF4618
9606	CL:37916	5	Chibby family, and MAGE family
9606	CL:3792	5	CBM complex
9606	CL:37935	6	mixed, incl. REJ domain, and urate transmembrane transporter activity
9606	CL:37950	7	mixed, incl. Centrosomal protein kizuna, and WD repeat-containing protein 89
9606	CL:37963	17	mostly uncharacterized, incl. positive regulation of cytolysis in other organism, and Galectin-related protein
9606	CL:37965	7	mixed, incl. positive regulation of cytolysis in other organism, and Coiled-coil domain-containing protein 77
9606	CL:37982	6	mixed, incl. Galectin-related protein, and Dihydroorotase, conserved site
9606	CL:37996	28	mostly uncharacterized, incl. NHS-like, and NOA36 protein
9606	CL:37997	17	mostly uncharacterized, incl. NHS-like, and Fibrocystin-L
9606	CL:37998	11	mixed, incl. NHS-like, and Fibrocystin-L
9606	CL:37999	6	mixed, incl. Fibrocystin-L, and Protein FAM186A/FAM186B
9606	CL:38010	5	NHS-like, and Protein patched/dispatched
9606	CL:3802	5	NF-kappa-B essential modulator NEMO, CC2-LZ domain, and A20 peptidase
9606	CL:38020	5	mixed, incl. Testis expressed sequence 15, and Homeobox protein aristaless-like 3
9606	CL:38030	11	mostly uncharacterized, incl. NOA36 protein, and PGAP2-interacting protein
9606	CL:38032	6	mixed, incl. NOA36 protein, and Rab-GTPase-TBC domain
9606	CL:38051	44	mostly uncharacterized, incl. Spinocerebellar ataxia, and phosphatase inhibitor activity
9606	CL:38052	24	mostly uncharacterized, incl. Clavesin-1, and Protein Daple
9606	CL:38054	15	mostly uncharacterized, incl. Clavesin-1, and Protein Daple
9606	CL:38056	8	mixed, incl. Clavesin-1, and Protein Daple
9606	CL:38089	5	mixed, incl. FAM227 Protein, and Heat shock factor binding 1
9606	CL:38099	20	mostly uncharacterized, incl. Ataxin, AXH domain, and Coilin
9606	CL:38100	14	mixed, incl. Spinocerebellar ataxia, and Coilin
9606	CL:38102	7	mixed, incl. Coilin, and Anoctamin-10
